Price,Close,High,Low,Open,Volume,Daily Return,MA20,MA50
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,
Date,,,,,,,,
2024-10-17,230.63497924804688,232.3238971476739,229.0156269629083,231.9066247344228,32993800,0.0015964027891690602,226.752978515625,223.6169497680664
2024-10-18,233.4663848876953,234.63867690560429,232.4828401919167,234.63867690560429,46431500,0.012276566411911327,227.09075927734375,224.0528192138672
2024-10-21,234.9367218017578,235.30431748145634,232.9199708414818,232.9199708414818,36254500,0.006297852749850064,227.58799438476564,224.4599444580078
2024-10-22,234.32078552246094,234.67843677993508,231.0820656392084,232.36364046895116,38846600,-0.0026217113892336164,228.00972595214844,224.8241522216797
2024-10-23,229.25404357910156,233.60546433739609,226.27362172475395,232.55238437433343,52287000,-0.02162310070812601,228.22779235839843,225.0127133178711
2024-10-24,229.06527709960938,229.31364556669442,226.9193699057847,228.47911599629046,31109500,-0.0008233943294747581,228.37929611206056,225.1885580444336
2024-10-25,229.89981079101562,231.69799621804017,228.07182235817814,228.2407111108546,38802300,0.0036432134192183607,228.55911560058593,225.3214846801758
2024-10-28,231.87681579589844,233.19813797949908,231.032372026897,231.7973512193415,36087100,0.008599419886778259,228.57898483276367,225.46752502441407
2024-10-29,232.14505004882812,232.80074647701065,230.80386934668286,231.57877779482254,35417200,0.00115679634468413,228.9495491027832,225.622109375
2024-10-30,228.59835815429688,231.94636045913163,228.05194445904854,231.09197226998216,47070900,-0.01527791307109605,229.11446533203124,225.69344055175782
2024-10-31,224.4357147216797,228.33013097812315,223.89923027313517,227.84332326136388,64370100,-0.018209419639871327,229.1263870239258,225.6837045288086
2024-11-01,221.45529174804688,223.87937072005496,218.83252100898451,219.52794977327943,65276700,-0.01327962876732347,228.93315734863282,225.65151641845702
2024-11-04,220.56114196777344,221.33605042122997,218.2761640538016,219.54780947276666,44944500,-0.0040376085539231,228.94905166625978,225.55554656982423
2024-11-05,221.99176025390625,222.48849724939907,219.69683776020295,220.3525342324639,28111300,0.0064862662269939975,228.83380966186525,225.48143371582032
2024-11-06,221.2665252685547,224.5946691536601,219.74651129717958,221.15724252476647,54561100,-0.0032669455142031456,228.49503555297852,225.37592681884766
2024-11-07,225.99545288085938,226.39285156162418,223.10445516924474,223.16406118155706,42137700,0.021372087831926345,228.41754608154298,225.3955972290039
2024-11-08,225.7269287109375,227.4176895436531,225.17991383614745,225.9357792784742,38328800,-0.0011881839501586278,228.40064239501953,225.34432830810547
2024-11-11,223.01174926757812,224.47376393957063,220.29658566640109,223.77757009002366,42005600,-0.012028602253461695,228.06170349121095,225.25445251464845
2024-11-12,223.01174926757812,224.36436096493557,222.14648085284745,223.33001798502116,40398300,0.0,227.59609603881836,225.28836334228515
2024-11-13,223.8969268798828,225.41861323491412,221.54974806168275,222.79295685996902,48566200,0.003969197206926678,227.2775733947754,225.37812744140626
2024-11-14,226.98007202148438,227.62653447284012,223.77756520755418,223.7974607959322,44923900,0.013770377220298391,227.09482803344727,225.49915405273438
2024-11-15,223.77755737304688,225.6871240415238,223.05152776948486,225.1699449930133,47923700,-0.014109232673670036,226.61038665771486,225.58712677001952
2024-11-18,226.7811737060547,228.49183017609323,223.94665165924164,224.0262188410909,44633700,0.013422330497605106,226.20260925292968,225.73338317871094
2024-11-19,227.0397491455078,228.90953992555222,225.4285554930197,225.74680903538962,36211800,0.001140197994513814,225.83855743408202,225.90070709228516
2024-11-20,227.75584411621094,228.68078414631773,224.6627401240164,226.82094870348703,35169600,0.003154051100735522,225.7636474609375,226.03168548583983
2024-11-21,227.2784423828125,228.9095315645878,224.48371169719937,227.63648708983084,42108300,-0.0020961118923247257,225.67430572509767,226.15093017578124
2024-11-22,228.62110900878906,229.46649702017746,226.82094518602503,226.82094518602503,38168300,0.005907584599313065,225.61037063598633,226.30239349365235
2024-11-25,231.6048126220703,231.98275293866183,228.49182822914253,230.20248468460477,90152800,0.013050866677260853,225.5967704772949,226.63632354736328
2024-11-26,233.7829132080078,234.29015208323423,232.06231657216094,232.06231657216094,45986200,0.009404383964558116,225.6786636352539,227.0044775390625
2024-11-27,233.65362548828125,234.4095061449918,232.53971526898803,233.19613315216662,33498400,-0.0005530246755524049,225.93142700195312,227.29255493164064
2024-11-29,236.04058837890625,236.51797629056327,232.698842645531,233.5342752849028,28481400,0.010215817904116964,226.51167068481445,227.46583892822267
2024-12-02,238.2882843017578,239.4817615684827,235.8714939748314,235.98089694287458,48137100,0.009522497542852282,227.3533203125,227.6973892211914
2024-12-03,241.3316650390625,241.44106801091166,237.60203896586935,238.5070985351772,38861000,0.01277184376152829,228.39184646606446,228.02418212890626
2024-12-04,241.689697265625,242.78372692760894,239.93926498233728,241.5504585064531,44383900,0.001483569205493751,229.3767433166504,228.34025299072266
2024-12-05,241.71954345703125,243.21139387343032,240.81449907142343,242.66439419479377,40033900,0.00012348971323117297,230.3993942260742,228.67678955078125
2024-12-06,241.52064514160156,243.3009285590703,240.76477968960373,241.5902721155965,36870600,-0.0008228474726746926,231.17565383911133,228.98649841308594
2024-12-09,245.40939331054688,245.89673657618508,240.43655859300793,240.51612576959502,44649200,0.016101100453194572,232.1597770690918,229.36861785888672
2024-12-10,246.4238739013672,246.861485816723,244.0070681600661,245.54865007065558,36914800,0.004133829504792352,233.33038330078125,229.6675067138672
2024-12-11,245.15081787109375,249.43739908317045,244.92205654138039,246.61283253090062,45205800,-0.005166122949528007,234.43733673095704,230.0758477783203
2024-12-12,246.6128387451172,247.3885997871069,244.34521203481492,245.54864477609476,32777500,0.005963760948136887,235.57313232421876,230.50210388183595
2024-12-13,246.7819061279297,247.9355922748061,244.90217516923994,246.47359279661413,33155300,0.000685557912040613,236.563224029541,230.95379638671875
2024-12-16,249.67608642578125,250.01425073054844,246.3045049916291,246.6426692963963,51694800,0.011727684347941025,237.85815048217773,231.44092041015625
2024-12-17,252.10281372070312,252.45091820627584,248.42291922357487,248.72129232893911,51356400,0.009719502294599058,239.12423248291014,232.0781115722656
2024-12-18,246.7023468017578,252.89849494785605,246.39403346062903,250.7900177691265,56774100,-0.021421684428037824,240.10736236572265,232.52622650146483
2024-12-19,248.43287658691406,250.6308762664829,245.7475488049507,246.15532490458142,60882300,0.007014646628176857,241.1412139892578,232.93404388427734
2024-12-20,253.10736083984375,253.6145845456153,244.35516822034685,246.69239156062656,147495300,0.018815884262783245,242.4326599121094,233.4452862548828
2024-12-23,253.8831329345703,254.2610580907384,252.07301363460223,253.38584941381717,40858800,0.0030649922315670874,243.69576110839844,234.0016488647461
2024-12-24,256.7972106933594,256.80713572411884,253.90300191480816,254.10192745486222,23234700,0.011478028197879686,244.95538101196288,234.54178253173828
2024-12-26,257.6127014160156,258.6868506395932,256.2302692406472,256.7872242633273,27237100,0.0031756214191516197,246.1468704223633,235.04755859375
2024-12-27,254.20138549804688,257.294504767908,251.68513210698922,256.4292059497028,42355300,-0.013242033095487216,247.17425842285155,235.5262387084961
2024-12-30,250.82980346679688,252.122743648892,249.38768429964367,250.8596392638085,35557500,-0.013263429011782124,247.9137191772461,235.9301351928711
2024-12-31,249.05947875976562,251.90394112888606,248.07485191726244,251.06850844936815,39480700,-0.00705787224071075,248.4522789001465,236.2419970703125
